id,start,end,label
1,0.0,0.13931972789115646,5.0
2,0.13931972789115646,29.350022675736962,4.0
3,29.350022675736962,49.179863945578234,1.0
4,49.179863945578234,53.777414965986395,2.0
5,53.777414965986395,62.09015873015873,2.0
6,62.09015873015873,68.54530612244898,2.0
7,68.54530612244898,75.00045351473923,2.0
8,75.00045351473923,82.84879818594105,2.0
9,82.84879818594105,108.66938775510204,2.0
10,108.66938775510204,112.33814058956916,2.0
11,112.33814058956916,121.11528344671201,2.0
12,121.11528344671201,127.57043083900227,2.0
13,127.57043083900227,135.83673469387756,2.0
14,135.83673469387756,148.7934693877551,2.0
15,148.7934693877551,178.2828117913832,4.0
16,178.2828117913832,213.20562358276644,3.0
17,213.20562358276644,213.23451247165534,5.0
